Account Owner,Account Status,Account Name,Account ID,Website,Net Premiums Written,Assets Under Management,Annual Revenue,Number of Open Opportunities,#Employee,ICP Type,Billing Street,Billing City,Billing State/Province,Billing Zip/Postal Code,Phone,Billing Country,Last Activity,Account Plan URL,Type,Subcategory,Reason for Outreach,Industry
Gary,Lost Account,Aflac,0013700000AR8WX,http://www.aflac.com//,,,1000000000,0,,Secondary,1932 Wynnton Road,Columbus,Georgia,31999,(800) 992-3522,United States,3/17/2020,,,,verified,
Gary,Lost Account,AIG Direct,0013700000ARuQh,http://www.aigdirect.com/,,,,0,,Secondary,9640 Granite Ridge Drive,San Diego,California,92123,,United States,04.11.2016,,,,Verified,
Gary,Lost Account,Amica Mutual Insurance Company,0013700000ATCEE,www.amica.com,2273863000,,2200000000,0,,Primary,10 Amica Center Boulevard,Lincoln,Rhode Island,2865,(800) 652-6422,United States,8/27/2020,https://www.bloomberg.com/profile/company/9826Z:US,,,,
Gary,Lost Account,"Anthem, Inc.",0013700000ARuQp,http://www.anthem.com/,,,1000000000,0,,Secondary,120 Monument Circle,Indianapolis,Indiana,46204,(502) 889-3928,United States,08.06.2020,,,,,Updated
Gary,Lost Account,Assurant P&C Group,0013700000WsMTD,www.assurant.com,2176856000,,6400000000,0,,Primary,28 LIBERTY STREET 41ST FLOOR,New York,New York,10005,(212) 859-7000,United States,03.02.2020,,,,,
Gary,Lost Account,Haven Life,0013700000IYbnc,havenlife.com,,,,0,,Secondary,60 Madison Ave 7th Floor,New York,,10010,(732) 245-2811,United States,08.07.2020,,,,,
Gary,Lost Account,Industrial Alliance Insurance,0013700000MwQuy,www.ia.ca,,,,0,,Secondary,1080 Grande Allee O,Quebec,,,,Canada,11.01.2019,,,,Non-USA ,
Gary,Lost Account,ING Insurance USA,0013700000AUS9H,www.ing.com,,,55800000000,0,,Secondary,230 Park Avenue,New York,New York,10169,(212) 309-8200,United States,3/17/2020,,,,,
Gary,Lost Account,Manulife,0013700000AUO6c,www.manulife.com,,,40600000000,0,,Secondary,200 Bloor Street East NT 11,Toronto,Ontario,M4W 1E5,(416) 926-3000,Canada,8/14/2020,,,,Non-USA ,
Gary,Lost Account,National Guardian,0013700000AQsKL,https://www.nglic.com/,,,2400000,0,,Secondary,2 E. Gilman St.,Madison,Wisconsin,53703,(800) 548-2962,United States,8/23/2016,,,,,
Gary,Lost Account,New York Life,00137000009pgCl,http://www.newyorklife.com,,,38700000000,0,,Primary,51 Madison Avenue,New York City,New York,10010,(212) 576-7000,United States,3/16/2020,,,,,
Gary,Lost Account,Travelers Group,00137000009wz7J,www.travelers.com,24464954000,,27600000000,1,,Secondary,385 Washington Street,New York,New York,55102,(651) 310-7911,United States,8/24/2020,https://finance.yahoo.com/quote/TRV/,,,,
Ian,Lost Account,Elephant Auto Insurance,0013700000ATCEU,http://www.elephant.com/,,,,0,,Secondary,"140 East Shore Drive , Suite 300",Glen Allen,Virginia,23059,1-877-218-7865,United States,4/13/2020,,,,,
Ian,Lost Account,"Senior Market Sales, Inc.",0011S00000e4aMm,seniormarketsales.com,,,,0,,Secondary,8420 West Dodge Rd,Omaha,Nebraska,68114,(402) 343-3675,United States,7/23/2019,,,,,
Javier,Lost Account,AXA,0013700000CeSQi,us.axa.com,,,1000000000,0,,Secondary,25 Avenue Matignon,Paris,,75008,#ERROR!,United States,10/19/2020,,,,,
Javier,Lost Account,Cigna,0013700000ARuQl,http://www.cigna.com/,,,,0,,Secondary,900 Cottage Grove Road,Bloomfield,Connecticut,6002,,United States,10/19/2020,,,,,
Javier,Lost Account,Colonial Life,0013700000AUO6O,https://www.coloniallife.com/,,,,0,,Secondary,1200 Colonial Life Boulevard,Columbia,South Carolina,29210,(803) 678-6974,United States,01.03.2020,,,,,
Javier,Lost Account,Die Mobiliar,0013700000MvMVi,http://www.mobi.ch/,,,,0,,Secondary,Bundesgasse 35,Bern,,3001,,Switzerland,12.04.2017,,,,Non-USA ,
Javier,Lost Account,Insuritas,0013700000CxKXj,www.insuritas.com,,,7000000,0,,Secondary,One Hartfield Boulevard Suite 301,East Windsor,Connecticut,6088,(888) 273-4454,United States,7/21/2020,,,,,
Javier,Lost Account,Max Life Insurance,0013700000CeNX5,www.maxlifeinsurance.com,,,1500000000,0,,Tertiary,"11th Floor, DLF Square Building Jacaranda Marg, DLF City Phase II",Chakkarpur,Haryana,122002,#ERROR!,India,07.06.2018,,,,Non-USA ,
Javier,Lost Account,Mclean Hallmark,0013700000cspEW,www.mcleanhallmark.com,,,25000000,0,,Secondary,"184 Front Street East, Suite 601",Toronto,Ontario,M5A 4N3,(416) 364-4000,Canada,11/19/2019,,,,Non-USA ,
Javier,Lost Account,National General Companies,0013700000M338j,http://www.nationalgeneral.com/,1308385000,,,0,,Primary,,Winston-Salem,North Carolina,,,United States,09.11.2018,,,,,
Javier,Lost Account,Prudential,00137000009pYJc,www.prudential.com,,,58800000000,0,,Secondary,751 Broad St,Newark,New Jersey,7102,(973) 802-6000,United States,10.08.2020,,,,,
Jeff,Lost Account,Ameritas,0013700000AUO6L,ameritas.com,,,,0,,Secondary,5900 O Street,Lincoln,Nebraska,68501,(402) 467-7257,United States,10.01.2020,,,,,
Jeff,Lost Account,Aviva plc,00137000009pYJb,http://www.aviva.com/,,,,0,,Tertiary,St Helen's 1 Undershaft,London,,,,United Kingdom,09.03.2020,,,,Non-USA ,
Jeff,Lost Account,Chubb,0013700000AUe3Y,http://www.chubb.com/,11004935000,,31469000000,0,,Primary,15 Mountain View Road,New York,New York,7059,(908) 903-2000,United States,10/19/2020,https://www.bloomberg.com/profile/company/15345Z:US,,,,
Jeff,Lost Account,Frontline Insurance,0011S00000k5bQz,https://www.frontlineinsurance.com/,,,,0,,Secondary,500 International Parkway,Lake Mary,Florida,32746,(231) 250-2804,United States,9/25/2020,,,,,
Jeff,Lost Account,HUB International,0013700000Oc6tG,https://www.hubinternational.com/,,,,0,,Secondary,300 N LaSalle St. 17th Floor,Chicago,Illinois,60654,(818) 257-7455,United States,01.07.2020,,,,,
Jeff,Lost Account,Jewelers Mutual Insurance Company,0013700000ATK95,http://jewelersmutual.com,,,250000000,0,,Secondary,24 Jewelers Park Drive,Neenah,Wisconsin,54956,(920) 521-2100,United States,7/17/2019,,,,,
Jeff,Lost Account,Liberty Mutual Insurance Company,00137000003zwdc,www.libertymutual.com,28625043000,,39800000000,5,,Secondary,100 Liberty Way,Dover,New Hampshire,03821-7500,(617) 357-9500,United States,10/13/2020,https://www.bloomberg.com/profile/company/1423Z:US,,,,
Jeff,Lost Account,NYCM,0011S00001228fc,https://www.nycm.com/,,,,0,,Secondary,1899 Central Plaza East,Edmeston,New York,13335,(607) 965-6822,United States,9/21/2020,,,,,
Jeff,Lost Account,Openly,0011S00000k5UjN,https://openly.inc/,,,,0,,Secondary,501 Boylston Street,Boston,Massachusetts,2116,(857) 990-9080,United States,06.04.2020,,,,,
Jeff,Lost Account,Surex,0011S00000jCzFh,https://www.surex.com/,,,,0,,Secondary,6 South 1st St W PO Box 100,Magrath,Alberta,T0K 1J0,855-MYSUREX,Canada,06.11.2020,,,,Non-USA ,
John,Lost Account,American Equity Investments,0013700000MwR2t,www.american-equity.com,,,,0,,Secondary,5000 Westown Pkwy Ste 440,West Des Moines,Iowa,50266,(515) 457-1944,United States,10.06.2020,,,,Lost account,
John,Lost Account,Kraft Lake Insurance Agency,0011S00000k2Gmh,https://www.kraftlake.com/,,,,0,,Secondary,7121 Kilmer St SE,Grand Rapids,Michigan,49512,(616) 974-8291,United States,06.07.2019,,,,,
Karl,Lost Account,"CNO Financial Group, Inc.",0013700000V2tJE,cnoinc.com,,,,0,,Secondary,11825 N. Pennsylvania St.,Carmel,Indiana,46032,(317) 817-6499,United States,5/26/2020,,,,,
Alex,Lost Account,MetLife Latin America,0013700000MvB8N,metlife.com.mx,,,,0,,Primary,,,,,,Mexico,3/28/2018,,,,Non-USA ,
Karl,Lost Account,GNP Seguros,0013700000csfyH,gnp.com.mx,,,,0,,Tertiary,"Av. Cerro de las Torres #395 Col. Campestre Churubusco, Del. Coyoacán Ciudad de México, Ciudad de México, 03100 Mexico",Mexico City,,,,Mexico,11/27/2018,,,,Non-USA ,
Karl,Lost Account,Hastings Mutual Insurance,0011S00000k5Ku2,https://hastingsmutual.com/,,,,0,,Secondary,,Eau Claire,Wisconsin,,(269) 948-1513,United States,03.03.2020,,,,,
Karl,Lost Account,John Hancock,0013700000AUO6S,www.johnhancock.com,,,9900000000,0,,Secondary,601 Congress Street,Boston,Massachusetts,2210,(617) 663-3000,United States,8/27/2020,,,,,
Karl,Lost Account,Motorists Insurance Group,0011S00000eHTgW,www.motoristsinsurancegroup.com,1099387000,,300000,0,,Primary,471 E Broad St,Columbus,Ohio,43215,(614) 225-8211,United States,11/19/2019,https://www.bloomberg.com/profile/company/11915Z:US,,,,
Alex,Lost Account,ARA/Easy123Life,0013700000M1mLf,http://123easylife.com/,,,,0,,Secondary,,,,,,United States,3/28/2017,,,,USA non-insurance or no prospects,Advisory
Alex,Lost Account,Cinch,0013700000SsM6a,www.itsacinch.com,,,,0,,Secondary,,,,,,United States,,,,,,
Dan,Lost Account,Uniqa,0013700000MvsUx,UNIQA.com,,,,0,,Secondary,,,,,,United States,05.11.2018,,,,,
Leonid,Lost Account,"American International Group, Inc (AIG)",00137000009x806,www.aig.com,14188850000,,58300000000,0,,Primary,175 Water Street 15Th Floor,New York,New York,10038,(212) 770-7000,United States,10/19/2020,https://finance.yahoo.com/quote/AIG/,,,Too large,
Gary,Lost Account,Allianz SE,0011S00000eHRE6,https://www.allianz.de,,,,0,,Secondary,,,,,,Germany,02.11.2019,,,,Non-USA ,
Leonid,Lost Account,Farmers Insurance Group,00137000009x5pv,www.farmers.com,14263415000,,12500000000,0,,Primary,4680 Wilshire Blvd,Woodland Hills,California,90010,(323) 209-6000,United States,10/19/2020,https://www.bloomberg.com/profile/company/0542370D:US,,,,
Leonid,Lost Account,Northwestern Mutual,001370000098xAP,www.northwesternmutual.com,,,28100000000,0,,Secondary,720 E. Wisconsin Avenue,Milwaukee,Wisconsin,53202,(414) 271-1444,United States,9/15/2020,,,,,
Leonid,Lost Account,State Auto Insurance Companies,0013700000MvC0Q,http://www.stateauto.com/,1952834000,,,0,,Primary,518 E Broad St,Columbus,Ohio,,,United States,8/25/2020,https://www.bloomberg.com/profile/company/0834281D:US,,,Insurance_test01_3_11_2020,
Mayo,Lost Account,EnrollVB LLC,0011S00000eHbXD,enrollvb.com,,,,0,,Secondary,10930 Crabapple Rd.,Roswell,Georgia,30075,,United States,4/19/2019,,,,USA non-insurance or no prospects,Technology
Mayo,Lost Account,FaithLife Financial,0011S00000e4aM6,faithlifefinancial.ca,,,,0,,Secondary,300-470 Weber Street North,Waterloo,Ontario,N2L 6J2,(519) 886-4610,Canada,3/16/2020,,,,Non-USA ,
Mayo,Lost Account,Insurify,0011S00000eTYw9,https://insurify.com/,,,15410000,0,,Secondary,222 3rd St,Cambridge,Massachusetts,2142,(855) 508-1456,United States,08.06.2020,,,,,
Mayo,Lost Account,National Life Group,0013700000ATCEh,http://www.nationallifegroup.com/,,,2000000000,1,,Secondary,1 National Life Drive,Montpelier,Vermont,5604,1 (802) 229-3333,United States,10.08.2020,,,,ready for outreach,
Gary,Lost Account,Brownlee Agency,00137000007F0cj,(800) 810-8699,,,,0,,Secondary,,,,,,United States,11/24/2015,,,,,
Mayo,Lost Account,Torchmark Corporation,0011S00000e4a8K,torchmarkcorp.com,,,,0,,Secondary,3700 S Stonebrige Drive,McKinney,Texas,75070,(972) 569-3667,United States,10/30/2019,,,,ready for outreach,
Michael,Lost Account,AAA Life Insurance,0011S00000e4aLV,aaalife.com,,,,0,,Secondary,17900 N Laurel Park Dr,Livonia,Michigan,48152,,United States,10.04.2019,,Life & Health,,Verified,
Michael,Lost Account,AIA Group,0011S00000jCWEQ,http://www.aia.com/,,"2,3E+11",1000000000,0,,Tertiary,1 Connaught Road,Central,Hong Kong,,#ERROR!,China,01.09.2020,,,,Non-USA ,
Michael,Lost Account,CNA Financial Corporation,0013700000CxKC2,www.cna.com,6391908000,,1400000000,0,,Primary,333 S. Wabash,Chicago,Illinois,60604,(312) 822-5000,United States,06.04.2019,https://finance.yahoo.com/quote/CNA/,,,,
Gary,Lost Account,Bullen Insurance,00137000007F8Ng,(516) 482-7200 ext. 328,,,,0,,Secondary,,,,,,United States,12/15/2015,,,,,
Michael,Lost Account,"Lockton Affinity, LLC",0011S00000k5ljw,https://locktonaffinity.com/,,,,0,,Secondary,10895 Lowell Avenue Suite 300,Overland Park,Kansas,66210,(913) 652-7653,United States,8/25/2020,,,,,
Michael,Lost Account,National Mutual Benefit,0013700000csgrM,www.nmblife.org,,,,0,,Secondary,6522 Grand Teton Plaza,Madison,Wisconsin,53719,(608) 833-1936,United States,06.11.2020,,,,,
Michael,Lost Account,North American Risk Services,0011S00000eHmc0,http://narisk.com,,,,0,,Secondary,,Altamonte Springs,Florida,32716,(321) 207-8370,United States,06.07.2019,,,,USA non-insurance or no prospects,Legal
Michael,Lost Account,Nude Solutions,0011S00000k5AHl,https://www.nudesolutions.com/,,,,0,,Secondary,"#25, 6120 - 2nd Street SE",Calgary,Alberta,T2H 2L8,,Canada,1/21/2020,,,,Non-USA ,
Patrick,Lost Account,Alm. Brand A/S,0013700000MwQop,www.almbrand.dk,,,,0,,Tertiary,"Odensevej 25, 2. sal",Middelfart,,5500,,Denmark,08.10.2018,,,,Non-USA ,
Patrick,Lost Account,American Family Insurance,001370000059atK,https://www.amfam.com,8363098000,,8829000000,0,,Primary,6000 American Parkway,Madison,Wisconsin,53783,(800) 692-6326,United States,10/19/2020,https://www.bloomberg.com/profile/company/8154485Z:US,,,ready for outreach,
Gary,Lost Account,Hollard,0013700000Kdfcn,https://www.hollard.co.za/,,,,0,,Secondary,,,,,,South Africa,12/18/2018,,,,Non-USA ,
Gary,Lost Account,Indiana Farm Bureau Insurance,0011S00000k2QgG,http://infarmbureau.com,,,,0,,Secondary,,,Indiana,,1-317-692-7200,United States,,,,,,
Gary,Lost Account,Mapfre Puerto Rico,0013700000Mwbr9,mapfrepr.com,,,,0,,Secondary,,,,,7872506500 x7497,United States,03.09.2018,,,,,
Gary,Lost Account,PolicyGenius,0013700000Ayl6Y,,,,7000000,0,,Secondary,,,,,,United States,9/17/2020,,,,,
Patrick,Lost Account,Moda Health,0013700000ARMfo,www.modahealth.com,,,1700000000,0,,Secondary,601 Southwest 2nd Avenue,Portland,,97204,1 (214) 688-5208,United States,09.12.2018,,,,,
Patrick,Lost Account,National Insurance Producer Registry (NIPR),0013700000IbET0,nipr.com,,,10000000,0,,Secondary,1100 Walnut Street,Kansas City,,64106,1 (816) 842-3600,United States,8/31/2018,,,,,
Patrick,Lost Account,Pronto Insurance,0013700000IZAWf,www.prontoinsurance.com,,,150000000,0,,Secondary,500 W Palm Blvd,San Benito,Texas,78586,(888) 338-6523,United States,10/26/2017,,,,,
Patrick,Lost Account,"The Hartford Financial Services Group, Inc",00137000007FLTT,www.thehartford.com,10520546000,,17000000000,0,,Primary,One Hartford Plaza 690 Asylum Ave.,Hartford,Connecticut,6115,(860) 547-5000,United States,10/19/2020,https://finance.yahoo.com/quote/HIG/,,,,
Patrick,Lost Account,The Progressive Group,00137000009x5rC,www.progressive.com,27134228000,,23400000000,0,,Secondary,6300 Wilson Mills Road,Mayfield,Ohio,44143,(440) 461-5000,United States,9/15/2020,https://finance.yahoo.com/quote/PGR/profile?p=PGR,,,,
Gary,Lost Account,Post Office,0013700000PYOJS,www.postoffice.co.uk,,,,0,,Secondary,,,,,,United Kingdom,06.08.2018,,,,Non-USA ,
Gary,Lost Account,RSA Insurance,0013700000PXnwi,www.rsagroup.com,,,,0,,Secondary,,,,,,United States,11/21/2017,,,,,
Javier,Lost Account,Delaware Life Insurance Company,0013700000M1ASS,delawarelife.com,,,10000000,0,,Secondary,,,,,1 (781) 431-4921,United States,7/24/2018,,,,,
Phil,Lost Account,MetLife,00137000009x7ub,www.metlife.com,3617638000,,73300000000,0,,Primary,200 Park Avenue,New York,New York,10166,(212) 578-2211,United States,9/25/2020,https://finance.yahoo.com/quote/MET/,,,,
Phil,Lost Account,Mutual of Omaha,0013700000ATCEW,https://www.mutualofomaha.com/,,,300000000,1,,Primary,3333 Farnam Street,Omaha,Nebraska,68131,(866) 688-7957,United States,3/26/2020,,,,,
Phil,Lost Account,Samsung Fire And Marine Insurance,0011S00000k5FJI,http://us.samsungfire.com/,,,,0,,Primary,"105 Challenger Road, 5th Floor",Ridgefield Park,New Jersey,7660,1-866-898-9991,United States,,,,,,
Karl,Lost Account,CETA insurance,0013700000Wq99V,ceta.co.uk,,,,0,,Secondary,,,,,1608647803,United Kingdom,05.03.2018,,,,Non-USA ,
Priit,Lost Account,Compensa Vienna Insurance Group,0011S00000jCRxl,https://www.compensalife.eu/LT/front.asp,,,,0,,Tertiary,Narva maantee 63/2,Tallinn,,10152,,Estonia,09.11.2019,,,,Non-USA ,
Priit,Lost Account,If Insurance Baltic,0011S00000jCRws,https://www.if.ee/en/eraklient,,,,0,,Tertiary,Lõõtsa 8A,TALLINN,,11415,,Estonia,8/29/2019,,,,Non-USA ,
Priit,Lost Account,KennCo Insurance,0011S00000jCqlh,https://www.kennco.ie/,,,,0,,Tertiary,"Grange Road Office Park, Grange Road, Rathfarnham, Dublin 16, D16 WK65, Ireland",Dublin,,16,35314998361,Ireland,10.03.2019,,,,Non-USA ,
Ron,Lost Account,Acuity Insurance Company,0013700000LmiSM,http://www.acuity.com/,1374301000,,1660000000,0,"1,300",Primary,2800 South Taylor Drive,Sheboygan,Wisconsin,53082,(920) 458-9131,United States,10/19/2020,https://www.bloomberg.com/profile/company/4527832Z:US,Property and Casualty (P & C),,Insurance_test01_3_11_2020,
Karl,Lost Account,Cooperatie VGZ,0013700000Wsla7,vgz.nl,,,,0,,Secondary,,,,,06-41122129,United States,6/15/2018,,,,,
Sean,Lost Account,Hagerty Insurance,00137000003yU0O,hagerty.com,,,,0,,Secondary,141 River's Edge Drive #200,Traverse City,Michigan,49684,(877) 922-9701,United States,10/19/2020,,,,,
Stan,Lost Account,AmTrust Financial Services Inc,0013700000IZKrl,amtrustgroup.com,2509134000,,1000000000,0,,Primary,59 Maiden Lane,New York,New York,10038,(212) 220-7120,United States,9/23/2019,https://www.bloomberg.com/profile/company/AFSI:US,,,Insurance_test01_3_11_2020,
Karl,Lost Account,Union Standard Insurance,0013700000cswJ4,http://usic.com,,,,0,,Secondary,,,,,,United States,11.06.2019,,,,,
Michael,Lost Account,Gild,0011S00000k5hFs,gildcompany.net,,,,0,,Secondary,,,Ohio,,(330) 801-8992,United States,10.05.2020,,,,,
Patrick,Lost Account,Berkley Fire & Marine,0011S00000eHYEd,https://berkleymarine.com/,,,,0,,Secondary,,,,,,United States,,,,,,
Patrick,Lost Account,Crawford,0013700000cshFp,https://www.crawco.com/,,,,0,,Secondary,,,,,,United States,12.11.2018,,,,,
Stan,Lost Account,Pinnacol Assurance,0013700000Ia3XU,pinnacol.com,,,250000000,0,,Secondary,7501 East Lowry Boulevard,Denver,Colorado,80230,1 (303) 361-4000,United States,12.07.2016,,,,,
Steven,Lost Account,Argus Insurance,0011S00001229ra,https://www.argus.bm/,,,,0,,Tertiary,14 Wesley Street,Hamilton,,HM 11,,Bermuda,10/19/2020,,,,Non-USA ,
Steven,Lost Account,AutoClub of SoCal (AAA),0011S000013BMlO,http://www.clublabs.com/,,,,0,,Tertiary,2601 S Figueroa Street,Los Angeles,California,,(504) 319-0464,United States,8/27/2020,,,,,
Steven,Lost Account,Bloom Insurance Agency,0011S0000122e31,https://www.bloominsuranceagency.com/,,,,0,,Secondary,1801 S. Liberty Dr.,Bloomington,Indiana,47403,(855) 405-7619,United States,9/23/2020,,,,,
Steven,Lost Account,SageSure,0011S000013BZVj,https://www.sagesure.com/,,,,0,,Secondary,101 Hudson Street Ste. 2700,Jersey City,New Jersey,7302,(877) 304-4785,United States,8/21/2020,,,,,
Steven,Lost Account,Symetra,0013700000ATCEg,http://www.symetra.com/,,,1000000000,1,,Secondary,777 108Th Avenue Ne Suite 1200,Bellevue,Washington,98004,1 (425) 256-8000,United States,09.03.2020,,,,Owned by AE,
Thomas,Lost Account,Tower Hill Insurance,0013700000PzhFg,https://www.thig.com/,,,,0,,Secondary,7201 NW 11th Place,Gainesville,Florida,32605,(352) 333-1525,United States,11/19/2019,,Property and Casualty (P & C),,cleaned,
Patrick,Lost Account,UPC Insurance,0013700000CwjA1,www.upcinsurance.com,,,,0,,Secondary,,,,,,United States,10/27/2016,,,,,
SalesLoft,Lost Account,SafeCo,0013700000ASh6V,libertymutual.com,,,,0,,Secondary,,,,,,United States,4/24/2017,,,,,
Victoria,Lost Account,Canada Life,0013700000ATCEk,https://www.canadalife.com/,,,,0,,Secondary,330 University Avenue,Toronto,Ontario,M5G 1R8,,Canada,10/19/2020,,,,Non-USA ,
Stan,Lost Account,O.C.A. Benefit Services,0013700000KcmBY,oca125.com,,,,0,,Secondary,,,,,6095140777,United States,1/26/2017,,,,,
Victoria,Lost Account,ERGO Group AG,0013700000MvMWE,http://www.ergo.de/,,,,0,,Secondary,Victoriaplatz 2 Duesseldorf,North Rhine-Westphalia D-,,40198,,Germany,11/16/2017,,,,Non-USA ,
Victoria,Lost Account,Allianz,0013700000MvMVQ,http://www.allianz.com.my/,,,470200000,0,,Secondary,,,,,,Malaysia,5/23/2019,,,,Non-USA ,
Victoria,Lost Account,CSE Insurance Group,0013700000PzhF3,http://cseinsurance.com,,,,0,,Secondary,,,,,(925) 817-6464,United States,10.05.2019,,,,,
Victoria,Lost Account,OneAmerica,0013700000MvQ59,www.oneamerica.com,,,,0,,Secondary,One American Square,Indianapolis,Indiana,46206,(317) 285-1890,United States,4/29/2019,,,,,
Victoria,Lost Account,Hippo,0013700000M2C85,https://myhippo.com/,,,,0,,Secondary,,,California,,31 20 522 4466,United States,3/26/2020,,,,,
Javier,Lost Account,Liberty Seguros,0013700000Bw7Jp,libertyseguros.la,,,,0,,Tertiary,,,,,,Colombia,09.11.2018,,,,Non-USA ,
Javier,Lost Account,Tryg,0013700000PzQ9s,www.try.dk,,,,0,,Tertiary,,,,,,Denmark,,,,,Non-USA ,
Priit,Lost Account,Bradesco Seguros SA,0011S00000k5OaA,https://www.bradescoseguros.com.br/,,,,0,,Tertiary,,,,,11-39303512,Brazil,1/15/2020,,,,Non-USA ,
Victoria,Lost Account,Versicherungskammer Bayern,0013700000QxsfI,https://www.vkb.de/,,,,0,,Tertiary,Sternstrasse 3,Munich,,80530,,Germany,10/31/2019,,,,Non-USA ,
Victoria,Lost Account,Verti.de,0013700000QxU5W,https://www.verti.de/,,,,0,,Tertiary,,,,,,Germany,11/27/2017,,,,Non-USA ,
Victoria,Lost Account,Zurich Insurance Plc,0013700000PYCmO,zurich.com,,,,0,,Tertiary,Thurgauerstrasse 80,Zürich,,8085,44 1489 864640,Switzerland,07.01.2020,,,,Non-USA ,
Jeff,Partner Relationship,SE2,0011S00000e4aMl,https://se2.com/,,,,0,,Secondary,5801 SW Sixth Ave,Topeka,Kansas,66636,7854383736,United States,09.06.2020,,,,,
